adminPcode,name,male_population_2015,female_population_2015,population_2015,crude_birth_rate_2015,male_population_2016,female_population_2016,population_2016,crude_birth_rate_2016,male_population_2017,female_population_2017,population_2017,crude_birth_rate_2017,male_population_2018,female_population_2018,population_2018,crude_birth_rate_2018,male_population_2019,female_population_2019,population_2019,crude_birth_rate_2019,male_population_2020,female_population_2020,population_2020,crude_birth_rate_2020,male_population_2021,female_population_2021,population_2021,crude_birth_rate_2021,male_population_2022,female_population_2022,population_2022,crude_birth_rate_2022,male_population_2023,female_population_2023,population_2023,crude_birth_rate_2023,male_population_2024,female_population_2024,population_2024,crude_birth_rate_2024
UG55019913,PAJULE TOWN COUNCIL,10000,10000,20000,36.1
UG5501124,PADER,10000,10000,20000,36.1
UG55011214,PUKOR,10000,10000,20000,36.1
UG5501123,AWERE,10000,10000,20000,36.1
UG5501994,PAIULA,10000,10000,20000,36.1
UG55011215,LUNYIRI,10000,10000,20000,36.1
UG5501996,LAGUTI,10000,10000,20000,36.1
UG55019911,LATANYA,10000,10000,20000,36.1
UG5531983,ODRAVU WEST,10000,10000,20000,36.1
UG55311714,KURU TOWN COUNCIL,10000,10000,20000,36.1
UG5531982,LODONGA TOWN COUNCIL,10000,10000,20000,36.1
UG5531985,ARAFA,10000,10000,20000,36.1
UG55311715,LORI,10000,10000,20000,36.1
UG5531974,WANDI,10000,10000,20000,36.1
UG5531984,ODRAVU,10000,10000,20000,36.1
UG55319811,ARIWA,10000,10000,20000,36.1
UG5531973,ARILO,10000,10000,20000,36.1
UG5531981,DRAJINI/ARAJIM,10000,10000,20000,36.1
UG5531178,APO,10000,10000,20000,36.1
UG55311717,ARIA,10000,10000,20000,36.1
UG5531173,KURU,10000,10000,20000,36.1
UG5531976,MIDIGO,10000,10000,20000,36.1
UG55311713,KOCHI,10000,10000,20000,36.1
UG5531972,KEI,10000,10000,20000,36.1
UG5531177,YUMBE TOWN COUNCIL,10000,10000,20000,36.1
UG5531175,ROMOGI,10000,10000,20000,36.1
UG55319810,LODONGA,10000,10000,20000,36.1
UG55319712,KERWA,10000,10000,20000,36.1
UG55311716,BIJO,10000,10000,20000,36.1
UG5531179,KULULU,10000,10000,20000,36.1
UG5531971,MIDIGO TOWN COUNCIL,10000,10000,20000,36.1
UG58715912,ATHUMA,10000,10000,20000,36.1
UG5872312,ALANGI,10000,10000,20000,36.1
UG5872311,ATYAK,10000,10000,20000,36.1
UG5871598,ABANGA,10000,10000,20000,36.1
UG58715910,ZOMBO TOWN COUNCIL,10000,10000,20000,36.1
UG5871595,PAIDHA TOWN COUNCIL,10000,10000,20000,36.1
UG5871592,JANGOKORO,10000,10000,20000,36.1
UG5872319,WARR,10000,10000,20000,36.1
UG5872313,KANGO,10000,10000,20000,36.1
UG5871594,NYAPEA,10000,10000,20000,36.1
UG5872314,AKAA,10000,10000,20000,36.1
UG5872316,ZEU,10000,10000,20000,36.1
UG5871597,PAIDHA,10000,10000,20000,36.1
UG61291191,ANYARA,10000,10000,20000,36.1
UG61291199,OGWOLO,10000,10000,20000,36.1
UG61291195,APAPAI,10000,10000,20000,36.1
UG61291197,OTUBOI TOWN COUNCIL,10000,10000,20000,36.1
UG61291193,KALAKI,10000,10000,20000,36.1
UG61291192,BULULU,10000,10000,20000,36.1
UG61291194,OTUBOI,10000,10000,20000,36.1
UG61291196,KAKURE,10000,10000,20000,36.1
UG61291198,OCELAKUR,10000,10000,20000,36.1
UG61241257,ALITO,10000,10000,20000,36.1
UG61241254,AKOROMIT,10000,10000,20000,36.1
UG61241253,OBALANGA,10000,10000,20000,36.1
UG61241251,ACOWA,10000,10000,20000,36.1
UG61241252,KAPELEBYONG,10000,10000,20000,36.1
UG61241256,ACINGA,10000,10000,20000,36.1
UG61241255,OKUNGUR,10000,10000,20000,36.1
UG61301931,LOKORI,10000,10000,20000,36.1
UG61301932,SANGAR,10000,10000,20000,36.1
UG613019312,KAWALAKOL,10000,10000,20000,36.1
UG613019313,LOBALANGIT,10000,10000,20000,36.1
UG61301938,KARENGA(NAPORE),10000,10000,20000,36.1
UG61301934,KAPEDO,10000,10000,20000,36.1
UG61301933,KAKWANGA,10000,10000,20000,36.1
UG61281221,LOLACHAT,10000,10000,20000,36.1
UG61281225,KOSIKE,10000,10000,20000,36.1
UG61281224,NATIRAE,10000,10000,20000,36.1
UG61281223,NABILATUK,10000,10000,20000,36.1
UG61281222,LORENGEDWAT,10000,10000,20000,36.1
UG6701408,MAGAMAGA,10000,10000,20000,36.1
UG67014012,ATUNGA,10000,10000,20000,36.1
UG6701406,ABIM TOWN COUNCIL,10000,10000,20000,36.1
UG6701405,NYAKWAE,10000,10000,20000,36.1
UG6701409,KIRU TOWN COUNCIL,10000,10000,20000,36.1
UG6701401,ABIM,10000,10000,20000,36.1
UG6701404,MORULEM,10000,10000,20000,36.1
UG6701402,ALEREK,10000,10000,20000,36.1
UG6701407,AWACH,10000,10000,20000,36.1
UG67014011,OPOPONGO,10000,10000,20000,36.1
UG67014010,CAMKOK,10000,10000,20000,36.1
UG6701403,LOTUKEI,10000,10000,20000,36.1
UG611111111,ARUM,10000,10000,20000,36.1
UG61111115,OMOT,10000,10000,20000,36.1
UG611119614,OMIYA PACWA,10000,10000,20000,36.1
UG61111114,LOKOLE,10000,10000,20000,36.1
UG61111962,LAPONO,10000,10000,20000,36.1
UG61111965,LIRA KATO,10000,10000,20000,36.1
UG61111967,PARABONGO,10000,10000,20000,36.1
UG611111119,AGENGO,10000,10000,20000,36.1
UG61111113,LIRA-PALWO,10000,10000,20000,36.1
UG611111117,LIRA-PALWO TOWN COUNCIL,10000,10000,20000,36.1
UG611111112,KOTOMOR,10000,10000,20000,36.1
UG61111961,WOL TOWN COUNCIL,10000,10000,20000,36.1
UG611111120,AJALI,10000,10000,20000,36.1
UG611111116,AGAGO TOWN COUNCIL,10000,10000,20000,36.1
UG61111118,PATONGO,10000,10000,20000,36.1
UG61111969,WOL,10000,10000,20000,36.1
UG61111111,ADILANG,10000,10000,20000,36.1
UG611119610,KALONGO TOWN COUNCIL,10000,10000,20000,36.1
UG611111121,GEREGERE,10000,10000,20000,36.1
UG611111115,PATONGO TOWN COUNCIL,10000,10000,20000,36.1
UG61111963,LAI-MUTTO TOWN COUNCIL,10000,10000,20000,36.1
UG611111113,LAMIYO,10000,10000,20000,36.1
UG611111122,LAPEREBONG,10000,10000,20000,36.1
UG61111964,KUYWEE,10000,10000,20000,36.1
UG61111966,PAIMOL,10000,10000,20000,36.1
UG611111118,ADILANG TOWN COUNCIL,10000,10000,20000,36.1
UG6881808,AWEI,10000,10000,20000,36.1
UG6881603,ALOI,10000,10000,20000,36.1
UG6881802,AMUGU,10000,10000,20000,36.1
UG6881806,ANGETTA,10000,10000,20000,36.1
UG6881606,ABIA,10000,10000,20000,36.1
UG6881803,ADWIR,10000,10000,20000,36.1
UG6881604,APALA TOWN COUNCIL,10000,10000,20000,36.1
UG6881804,ABAKO,10000,10000,20000,36.1
UG6881805,OMORO,10000,10000,20000,36.1
UG6881608,ALOI TOWN COUNCIL,10000,10000,20000,36.1
UG6881601,APALA,10000,10000,20000,36.1
UG6881607,AKURA,10000,10000,20000,36.1
UG6881801,AMUGU TOWN COUNCIL,10000,10000,20000,36.1
UG6881602,ALEBTONG TOWN COUNCIL,10000,10000,20000,36.1
UG6571237,AGWINGIRI,10000,10000,20000,36.1
UG6571231,NAMASALE,10000,10000,20000,36.1
UG6571232,MUNTU,10000,10000,20000,36.1
UG6571234,AWELLO,10000,10000,20000,36.1
UG6571238,AKWON,10000,10000,20000,36.1
UG65712316,OPALI,10000,10000,20000,36.1
UG6571239,ARWOTCEK,10000,10000,20000,36.1
UG6571236,AGIKDAK,10000,10000,20000,36.1
UG65712310,ETAM,10000,10000,20000,36.1
UG65712313,ABEJA,10000,10000,20000,36.1
UG6571233,APUTI,10000,10000,20000,36.1
UG65712314,ACII,10000,10000,20000,36.1
UG65712312,ETAM TOWN COUNCIL,10000,10000,20000,36.1
UG6571235,AMOLATAR TOWN COUNCIL,10000,10000,20000,36.1
UG65712315,NALUBWOYO,10000,10000,20000,36.1
UG65712311,NAMASALE TOWN COUNCIL,10000,10000,20000,36.1
UG6811536,ACHORICHOR,10000,10000,20000,36.1
UG6811538,KONGOROK,10000,10000,20000,36.1
UG6811535,ABILIYEP,10000,10000,20000,36.1
UG6811532,KARITA,10000,10000,20000,36.1
UG6811533,LOROO,10000,10000,20000,36.1
UG6811537,KATABOK,10000,10000,20000,36.1
UG6811531,AMUDAT,10000,10000,20000,36.1
UG6811539,LOKALES,10000,10000,20000,36.1
UG68115310,LOSIDOK,10000,10000,20000,36.1
UG6811534,AMUDAT TOWN COUNCIL,10000,10000,20000,36.1
UG6581241,ABARILELA,10000,10000,20000,36.1
UG65812413,AMOLO,10000,10000,20000,36.1
UG6582322,OLWA,10000,10000,20000,36.1
UG65823210,OGOLAI,10000,10000,20000,36.1
UG65812412,ABIA,10000,10000,20000,36.1
UG6582328,AKERIAU,10000,10000,20000,36.1
UG6581243,KUJU,10000,10000,20000,36.1
UG6582324,ORUNGO,10000,10000,20000,36.1
UG6582326,MORUNGATUNY,10000,10000,20000,36.1
UG65812411,WILLA,10000,10000,20000,36.1
UG6582321,OGONGORA,10000,10000,20000,36.1
UG6581245,WERA,10000,10000,20000,36.1
UG6581249,APEDURU,10000,10000,20000,36.1
UG6581242,ASAMUK,10000,10000,20000,36.1
UG6581247,AMURIA TOWN COUNCIL,10000,10000,20000,36.1
UG6791519,KAMUTUR,10000,10000,20000,36.1
UG6791516,BUKEDEA TOWN COUNCIL,10000,10000,20000,36.1
UG6791515,MALERA,10000,10000,20000,36.1
UG6792131,ALIGOI,10000,10000,20000,36.1
UG6791514,KOLIR,10000,10000,20000,36.1
UG6791517,AMINIT,10000,10000,20000,36.1
UG6792134,KWARIKWAR,10000,10000,20000,36.1
UG6791518,KABARWA,10000,10000,20000,36.1
UG6792135,KONGUNGA TOWN COUNCIL,10000,10000,20000,36.1
UG67915111,KOCHEKA,10000,10000,20000,36.1
UG6791511,BUKEDEA,10000,10000,20000,36.1
UG67915112,KOENA,10000,10000,20000,36.1
UG6791513,KIDONGOLE,10000,10000,20000,36.1
UG67915110,KANGOLE,10000,10000,20000,36.1
UG6792132,KACHUMBALA,10000,10000,20000,36.1
UG6792133,KOMUGE,10000,10000,20000,36.1
UG6742087,ADEKNINO,10000,10000,20000,36.1
UG67414512,AGWATA TOWN COUNCIL,10000,10000,20000,36.1
UG6742081,KANGAI TOWN COUNCIL,10000,10000,20000,36.1
UG6741453,DOKOLO,10000,10000,20000,36.1
UG6741459,AMWOMA,10000,10000,20000,36.1
UG6742085,KWERA,10000,10000,20000,36.1
UG6741451,AGWATTA,10000,10000,20000,36.1
UG6742086,DOKOLO TOWN COUNCIL,10000,10000,20000,36.1
UG6741452,BATTA,10000,10000,20000,36.1
UG6741458,ADOK,10000,10000,20000,36.1
UG67414513,BATA TOWN COUNCIL,10000,10000,20000,36.1
UG6742084,KANGAI,10000,10000,20000,36.1
UG67414510,OKWALONGWEN,10000,10000,20000,36.1
UG67420811,OKWONGODUL,10000,10000,20000,36.1
UG6631312,KAABONG TOWN COUNCIL,10000,10000,20000,36.1
UG6631316,LOLELIA,10000,10000,20000,36.1
UG6631314,KAKAMAR,10000,10000,20000,36.1
UG6631318,KATHILE SOUTH,10000,10000,20000,36.1
UG66321110,TIMU,10000,10000,20000,36.1
UG66313112,LOTIM,10000,10000,20000,36.1
UG6631313,KALAPATA,10000,10000,20000,36.1
UG66313114,LODIKO,10000,10000,20000,36.1
UG6631319,SIDOK (KOPOTH),10000,10000,20000,36.1
UG66313115,LOLELIA SOUTH,10000,10000,20000,36.1
UG66313110,KAABONG WEST,10000,10000,20000,36.1
UG6632119,MORUNGOLE,10000,10000,20000,36.1
UG66313116,LOBONGIA,10000,10000,20000,36.1
UG6631317,LOYORO,10000,10000,20000,36.1
UG6631311,KAABONG EAST,10000,10000,20000,36.1
UG66321111,KAMION,10000,10000,20000,36.1
UG6631315,KATHILE,10000,10000,20000,36.1
UG6541187,OCHERO TOWN COUNCIL,10000,10000,20000,36.1
UG6541184,OCHERO,10000,10000,20000,36.1
UG6541181,ALWA,10000,10000,20000,36.1
UG6541183,KOBULUBULU,10000,10000,20000,36.1
UG6541182,KABERAMAIDO,10000,10000,20000,36.1
UG6541186,APERIKIRA,10000,10000,20000,36.1
UG6541189,ORIAMO,10000,10000,20000,36.1
UG6541188,OKILE,10000,10000,20000,36.1
UG6541185,KABERAMAIDO TOWN COUNCIL,10000,10000,20000,36.1
UG6431015,NGARIAM,10000,10000,20000,36.1
UG6431766,TOROMA,10000,10000,20000,36.1
UG6431018,OKORE,10000,10000,20000,36.1
UG6431012,KATAKWI,10000,10000,20000,36.1
UG6431767,TOROMA TOWN COUNCIL,10000,10000,20000,36.1
UG6431764,MAGORO,10000,10000,20000,36.1
UG6431014,GETOM,10000,10000,20000,36.1
UG6431762,AMUSIA,10000,10000,20000,36.1
UG6431019,ONGONGOJA,10000,10000,20000,36.1
UG6431017,USUK,10000,10000,20000,36.1
UG6431016,GUYAGUYA,10000,10000,20000,36.1
UG64310110,PALAM,10000,10000,20000,36.1
UG64310111,OKULONYO,10000,10000,20000,36.1
UG6431011,AKOBOI,10000,10000,20000,36.1
UG6431763,ANGODINGOD,10000,10000,20000,36.1
UG6431761,KAPUJAN,10000,10000,20000,36.1
UG6431768,OMODOI,10000,10000,20000,36.1
UG64310112,USUK TOWN COUNCIL,10000,10000,20000,36.1
UG6431013,KATAKWI TOWN COUNCIL,10000,10000,20000,36.1
UG6431765,MAGORO TOWN COUNCIL,10000,10000,20000,36.1
UG6202561,CENTRAL DIVISION,10000,10000,20000,36.1
UG6205117,KAMOR,10000,10000,20000,36.1
UG6205116,NAPUMPUM,10000,10000,20000,36.1
UG620514,NAKAPELIMORU,10000,10000,20000,36.1
UG620519,KANAIR,10000,10000,20000,36.1
UG620516,RENGEN,10000,10000,20000,36.1
UG6202562,NORTH DIVISION,10000,10000,20000,36.1
UG6202563,SOUTH DIVISION,10000,10000,20000,36.1
UG620518,LOKITELAEBU TOWN COUNCIL,10000,10000,20000,36.1
UG6205115,MAARU,10000,10000,20000,36.1
UG620515,PANYANGARA,10000,10000,20000,36.1
UG6205111,LOKWAKIAL,10000,10000,20000,36.1
UG6205112,LOLETIO,10000,10000,20000,36.1
UG6202564,WEST DIVISION,10000,10000,20000,36.1
UG6205110,KAPETA,10000,10000,20000,36.1
UG620512,KOTIDO,10000,10000,20000,36.1
UG620517,KACHERI TOWN COUNCIL,10000,10000,20000,36.1
UG620511,KACHERI,10000,10000,20000,36.1
UG6205114,LONGAROE,10000,10000,20000,36.1
UG6212143,KAKURES,10000,10000,20000,36.1
UG621527,ONGINO,10000,10000,20000,36.1
UG621526,NYERO,10000,10000,20000,36.1
UG6212442,SOUTH DIVISION,10000,10000,20000,36.1
UG6212145,MUKONGORO,10000,10000,20000,36.1
UG6212141,KADAMI,10000,10000,20000,36.1
UG6215210,TISAI,10000,10000,20000,36.1
UG6212144,KAMACA,10000,10000,20000,36.1
UG621523,KUMI,10000,10000,20000,36.1
UG621529,OGOOMA,10000,10000,20000,36.1
UG6212142,KANYUM,10000,10000,20000,36.1
UG621521,ATUTUR,10000,10000,20000,36.1
UG621528,KANAPA,10000,10000,20000,36.1
UG6212441,NORTH DIVISION,10000,10000,20000,36.1
UG6282341,KATIKEKILE,10000,10000,20000,36.1
UG628703,RUPA,10000,10000,20000,36.1
UG6282344,TAPAC,10000,10000,20000,36.1
UG628706,LOTISAN,10000,10000,20000,36.1
UG628705,LOPUTUK,10000,10000,20000,36.1
UG628702,NADUNGET,10000,10000,20000,36.1
UG628711,NORTH DIVISION,10000,10000,20000,36.1
UG628712,SOUTH DIVISION,10000,10000,20000,36.1
UG6561211,KAKOMONGOLE,10000,10000,20000,36.1
UG6561217,LORENG,10000,10000,20000,36.1
UG6561212,MORUITA,10000,10000,20000,36.1
UG6561215,LOREGAE,10000,10000,20000,36.1
UG6561218,LEMUSUI,10000,10000,20000,36.1
UG6561214,NAMALU,10000,10000,20000,36.1
UG6561216,KAAWACH,10000,10000,20000,36.1
UG6561213,NAKAPIRIPIRIT TOWN COUNCIL,10000,10000,20000,36.1
UG61076913,LOKITEDED TOWN COUNCIL,10000,10000,20000,36.1
UG6107699,APEITOLIM,10000,10000,20000,36.1
UG6107692,LOKOPO,10000,10000,20000,36.1
UG6107694,LOTOME,10000,10000,20000,36.1
UG6107696,NGOLERIET,10000,10000,20000,36.1
UG6107693,LOPEI,10000,10000,20000,36.1
UG6107691,IRIIRI,10000,10000,20000,36.1
UG61076910,NABWAL,10000,10000,20000,36.1
UG61076914,MATANY TOWN COUNCIL,10000,10000,20000,36.1
UG6107695,MATANY,10000,10000,20000,36.1
UG6107697,LORENGECORA,10000,10000,20000,36.1
UG61076911,PORON,10000,10000,20000,36.1
UG61076912,KANGOLE TOWN COUNCIL,10000,10000,20000,36.1
UG6107698,NAPAK TOWN COUNCIL,10000,10000,20000,36.1
UG6108538,AGIRIGIROI,10000,10000,20000,36.1
UG6108532,KOBWIN,10000,10000,20000,36.1
UG6108533,MUKURA,10000,10000,20000,36.1
UG6108536,MUKURA TOWN COUNCIL,10000,10000,20000,36.1
UG6108531,KAPIR,10000,10000,20000,36.1
UG6108534,NGORA,10000,10000,20000,36.1
UG61085311,ODWARAT,10000,10000,20000,36.1
UG6108537,OPOT TOWN COUNCIL,10000,10000,20000,36.1
UG6108539,ATOOT,10000,10000,20000,36.1
UG61085310,MORUKAKISE,10000,10000,20000,36.1
UG6108535,NGORA TOWN COUNCIL,10000,10000,20000,36.1
UG686554,ORUM,10000,10000,20000,36.1
UG686551,ADWARI,10000,10000,20000,36.1
UG686557,ADWARI TOWN COUNCIL,10000,10000,20000,36.1
UG686553,OLILIM,10000,10000,20000,36.1
UG686558,OGWETTE,10000,10000,20000,36.1
UG686552,OKWANG,10000,10000,20000,36.1
UG686556,OTUKE TOWN COUNCIL,10000,10000,20000,36.1
UG686559,BARJOBI,10000,10000,20000,36.1
UG686555,OGOR,10000,10000,20000,36.1
UG6971694,LABOR,10000,10000,20000,36.1
UG6971696,KADUNGULU TOWN COUNCIL,10000,10000,20000,36.1
UG6971691,BUGONDO,10000,10000,20000,36.1
UG6971704,SERERE/OLIO,10000,10000,20000,36.1
UG6971701,ATIIRA,10000,10000,20000,36.1
UG6971697,KIDETOK TOWN COUNCIL,10000,10000,20000,36.1
UG6971695,KASILO TOWN COUNCIL,10000,10000,20000,36.1
UG6971702,KATETA,10000,10000,20000,36.1
UG6971692,KADUNGULU,10000,10000,20000,36.1
UG6971703,KYERE,10000,10000,20000,36.1
UG6971693,PINGIRE,10000,10000,20000,36.1
UG6971705,SERERE TOWN COUNCIL,10000,10000,20000,36.1
UG638942,NORTHERN,10000,10000,20000,36.1
UG6382073,ARAPAI TOWN COUNCIL,10000,10000,20000,36.1
UG6382072,OCULOI,10000,10000,20000,36.1
UG6382075,KATINE,10000,10000,20000,36.1
UG6382071,ARAPAI,10000,10000,20000,36.1
UG6382077,TUBUR,10000,10000,20000,36.1
UG638933,GWERI,10000,10000,20000,36.1
UG6389311,AWALIWAL,10000,10000,20000,36.1
UG638938,OCOKICAN,10000,10000,20000,36.1
UG638932,ASURET,10000,10000,20000,36.1
UG6389312,LALLE,10000,10000,20000,36.1
UG6389310,AUKOT,10000,10000,20000,36.1
UG638936,SOROTI,10000,10000,20000,36.1
UG638934,KAMUDA,10000,10000,20000,36.1
UG638941,EASTERN,10000,10000,20000,36.1
UG6382074,TUBUR TOWN COUNCIL,10000,10000,20000,36.1
UG638939,AMEN TOWN COUNCIL,10000,10000,20000,36.1
UG638943,WESTERN,10000,10000,20000,36.1
UG11234,KAMPALA CENTRAL DIVISION,10000,10000,20000,36.1
UG11235,KAWEMPE DIVISION,20000,20000,40000,36.1
UG11236,MAKINDYE DIVISION,10000,10000,20000,36.1
UG11237,NAKAWA DIVISION,10000,10000,20000,36.1
UG11238,RUBAGA DIVISION,10000,10000,20000,36.1
UG182154,BUIKWE,70000,70000,140000,36.1
UG182245,LUGAZI MUNICIPALITY,30000,30000,60000,36.1
UG182250,NJERU MUNICIPALITY,30000,30000,60000,36.1
UG19974,BUTAMBALA,60000,60000,120000,36.1
UG190162,BUVUMA ISLANDS,90000,90000,180000,36.1
UG191163,GOMBA EAST,40000,40000,80000,36.1
UG191210,GOMBA WEST,50000,50000,100000,36.1
UG147108,NTENJERU,40000,40000,80000,36.1
UG147107,BBAALE,50000,50000,100000,36.1
UG12357,KATIKAMU,50000,50000,100000,36.1
UG12356,BAMUNANIKA,50000,50000,100000,36.1
UG13075,MAWOKOTA,50000,50000,100000,36.1
UG132187,MUKONO MUNICIPALITY,20000,20000,40000,36.1
UG13279,NAKIFUMA,80000,80000,160000,36.1
UG13278,MUKONO,60000,60000,120000,36.1
UG169139,NAKASEKE SOUTH,60000,60000,120000,36.1
UG169178,NAKASEKE NORTH,90000,90000,180000,36.1
UG144177,BUDYEBO,60000,60000,120000,36.1
UG144102,NAKASONGOLA,70000,70000,140000,36.1
UG152114,BUSIRO,60000,60000,120000,36.1
UG152249,NANSANA MUNICIPALITY,40000,40000,80000,36.1
UG152116,KYADONDO,10000,10000,20000,36.1
UG152115,ENTEBBE MUNICIPALITY,20000,20000,40000,36.1
UG152240,KIRA MUNICIPALITY,30000,30000,60000,36.1
UG152246,MAKINDYE SSABAGABO MUNICIPALITY,30000,30000,60000,36.1
UG2131133,KAZO,100000,100000,200000,36.1
UG265134,NYABUSHOZI,120000,120000,240000,36.1
UG265216,KASHONGI,20000,20000,40000,36.1
UG211988,KAKUUTO,60000,60000,120000,36.1
UG211990,KYOTERA,80000,80000,160000,36.1
UG212228,RUKIGA,60000,60000,120000,36.1
UG213568,RWAMPARA,70000,70000,140000,36.1
UG245103,LWEMIYAGA,50000,50000,100000,36.1
UG245229,MAWOGOLA NORTH,60000,60000,120000,36.1
UG245104,MAWOGOLA SOUTH,60000,60000,120000,36.1
UG210910,BUHWEJU,140000,140000,280000,36.1
UG29858,BUKOMANSIMBI NORTH,40000,40000,80000,36.1
UG298200,BUKOMANSIMBI SOUTH,20000,20000,40000,36.1
UG2412,IGARA,70000,70000,140000,36.1
UG24181,BUSHENYI-ISHAKA MUNICIPALITY,30000,30000,60000,36.1
UG262130,ISINGIRO,110000,110000,220000,36.1
UG262129,BUKANGA,100000,100000,200000,36.1
UG2926,NDORWA,80000,80000,160000,36.1
UG2925,KABALE MUNICIPALITY,30000,30000,60000,36.1
UG21133,KYAMUSWA,40000,40000,80000,36.1
UG21132,BUJUMBA,30000,30000,60000,36.1
UG210060,KALUNGU,40000,40000,80000,36.1
UG255120,KINKINZI,100000,100000,200000,36.1
UG21849,BUFUMBIRA,70000,70000,140000,36.1
UG218241,KISORO MUNICIPALITY,30000,30000,60000,36.1
UG2105171,LWENGO,40000,40000,80000,36.1
UG280152,KABULA,80000,80000,160000,36.1
UG22459,BUKOTO,30000,30000,60000,36.1
UG22461,MASAKA MUNICIPALITY,30000,30000,60000,36.1
UG22767,MBARARA MUNICIPALITY,60000,60000,120000,36.1
UG22766,KASHARI NORTH,40000,40000,80000,36.1
UG227215,KASHARI SOUTH,50000,50000,100000,36.1
UG210613,RUHINDA,100000,100000,200000,36.1
UG2106233,RUHINDA NORTH,40000,40000,80000,36.1
UG23483,RUHAAMA,140000,140000,280000,36.1
UG23484,RUSHENYI,70000,70000,140000,36.1
UG23482,KAJARA,90000,90000,180000,36.1
UG234188,NTUNGAMO MUNICIPALITY,30000,30000,60000,36.1
UG23689,KOOKI,70000,70000,140000,36.1
UG236205,BUYAMBA,50000,50000,100000,36.1
UG211627,RUBANDA,50000,50000,100000,36.1
UG211211,BUNYARUGURU,60000,60000,120000,36.1
UG2112172,KATERERA,50000,50000,100000,36.1
UG23792,RUJUMBURA,70000,70000,140000,36.1
UG23791,RUBABO,60000,60000,120000,36.1
UG237189,RUKUNGIRI MUNICIPALITY,30000,30000,60000,36.1
UG2101254,SHEEMA MUNICIPALITY,40000,40000,80000,36.1
UG210114,SHEEMA,70000,70000,140000,36.1
UG311729,BUNYANGABU,120000,120000,240000,36.1
UG31030,BURAHYA,180000,180000,360000,36.1
UG31031,FORT PORTAL MUNICIPALITY,30000,30000,60000,36.1
UG346218,KIBALE EAST,50000,50000,100000,36.1
UG346105,KIBALE,80000,80000,160000,36.1
UG312577,KASSANDA,50000,50000,100000,36.1
UG3125202,BUKUYA,60000,60000,120000,36.1
UG312619,BUHAGUZI,60000,60000,120000,36.1
UG3132106,KITAGWENDA,70000,70000,140000,36.1
UG373144,BULIISA,90000,90000,180000,36.1
UG339,BWAMBA,120000,120000,240000,36.1
UG338,BUGHENDERA,140000,140000,280000,36.1
UG36220,KIGOROBYA,70000,70000,140000,36.1
UG36183,HOIMA MUNICIPALITY,40000,40000,80000,36.1
UG3618,BUGAHYA,60000,60000,120000,36.1
UG361128,IBANDA,70000,70000,140000,36.1
UG361253,IBANDA MUNICIPALITY,30000,30000,60000,36.1
UG3113174,BUYAGA WEST,170000,170000,340000,36.1
UG311346,BUYAGA EAST,140000,140000,280000,36.1
UG311445,BUGANGAIZI WEST,140000,140000,280000,36.1
UG3114173,BUGANGAIZI EAST,70000,70000,140000,36.1
UG31544,BUSONGORA,100000,100000,200000,36.1
UG31543,BUKONZO,100000,100000,200000,36.1
UG315185,KASESE MUNICIPALITY,30000,30000,60000,36.1
UG31647,BUYANJA,130000,130000,260000,36.1
UG31748,KIBOGA EAST,140000,140000,280000,36.1
UG392219,KIBANDA NORTH,90000,90000,180000,36.1
UG392164,KIBANDA SOUTH,40000,40000,80000,36.1
UG393204,BUTEMBA,90000,90000,180000,36.1
UG393165,NTWETWE,110000,110000,220000,36.1
UG384224,KYAKA SOUTH,80000,80000,160000,36.1
UG384156,KYAKA NORTH,100000,100000,200000,36.1
UG348109,MWENGE,150000,150000,300000,36.1
UG348230,MWENGE CENTRAL,70000,70000,140000,36.1
UG32562,BUJENJE,60000,60000,120000,36.1
UG32563,BURULI,80000,80000,160000,36.1
UG325186,MASINDI MUNICIPALITY,40000,40000,80000,36.1
UG368247,MITYANA MUNICIPALITY,30000,30000,60000,36.1
UG368138,MITYANA,60000,60000,120000,36.1
UG368137,BUSUJJU,70000,70000,140000,36.1
UG331248,MUBENDE MUNICIPALITY,30000,30000,60000,36.1
UG331175,KASAMBYA,80000,80000,160000,36.1
UG33176,BUWEKULA,70000,70000,140000,36.1
UG396168,NTOROKO,100000,100000,200000,36.1
UG412320,BUGWERI,60000,60000,120000,36.1
UG411885,BUTEBO,140000,140000,280000,36.1
UG4120257,NAMISINDWA,260000,260000,520000,36.1
UG435190,AGULE,100000,100000,200000,36.1
UG435217,KIBALE,30000,30000,60000,36.1
UG43587,PALLISA,80000,80000,160000,36.1
UG472143,BUDAKA,110000,110000,220000,36.1
UG472194,IKI-IKI,90000,90000,180000,36.1
UG478226,LUTSESHE,130000,130000,260000,36.1
UG478150,MANJIYA,150000,150000,300000,36.1
UG44199,BUKOOLI,100000,100000,200000,36.1
UG441255,BUGIRI MUNICIPALITY,20000,20000,40000,36.1
UG459126,KONGASIS,180000,180000,360000,36.1
UG489161,BULAMBULI,100000,100000,200000,36.1
UG489209,ELGON,160000,160000,320000,36.1
UG442100,SAMIA BUGWE,100000,100000,200000,36.1
UG442182,BUSIA MUNICIPALITY,20000,20000,40000,36.1
UG460192,BUNYOLE WEST,70000,70000,140000,36.1
UG460127,BUNYOLE EAST,80000,80000,160000,36.1
UG483155,BUDIOPE WEST,80000,80000,160000,36.1
UG483179,BUDIOPE EAST,60000,60000,120000,36.1
