admin4Name_en,admin4Pcode,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode
BUSETA,UG4102862,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KIBUKU,UG4102864,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KAKUTU,UG41022122,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
LWATAMA,UG41028613,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KABWERI,UG41022128,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KASASIRA TOWN COUNCIL,UG41028615,KIBUKU,UG410286,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
KADAMA,UG41022123,KABWERI,UG4102212,KIBUKU,UG4102,EASTERN,UG4,Uganda,UG
GREEK RIVER,UG4104417,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KAPTUM,UG4104418,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
NGENGE,UG4104414,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KWANYIY,UG4104415,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KWOSIR,UG4104416,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
TUIKAT,UG41044118,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KAPKWATA,UG41044115,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
BINYINY,UG4104412,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
BINYINY TOWN COUNCIL,UG41044111,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KAPRORON TOWN COUNCIL,UG41044113,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KASEKO,UG41044116,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KAPTOYOY,UG41044112,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
MOYOK,UG41044110,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KITAWOI,UG4104419,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
CHEPSUKUNYA TOWN COUNCIL,UG41044114,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
SUNDET,UG41044117,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
KAPRORON,UG4104413,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
BENET,UG4104411,KWEEN,UG410441,KWEEN,UG4104,EASTERN,UG4,Uganda,UG
BUKANGA,UG4942271,LUUKA SOUTH,UG494227,LUUKA,UG494,EASTERN,UG4,Uganda,UG
IRONGO,UG4942275,LUUKA SOUTH,UG494227,LUUKA,UG494,EASTERN,UG4,Uganda,UG
BULONGO,UG4941663,LUUKA NORTH,UG494166,LUUKA,UG494,EASTERN,UG4,Uganda,UG
BUKOOMA,UG4941662,LUUKA NORTH,UG494166,LUUKA,UG494,EASTERN,UG4,Uganda,UG
IKUMBYA,UG4941664,LUUKA NORTH,UG494166,LUUKA,UG494,EASTERN,UG4,Uganda,UG
LUUKA TOWN COUNCIL,UG4941668,LUUKA NORTH,UG494166,LUUKA,UG494,EASTERN,UG4,Uganda,UG
NAWAMPITI,UG4942276,LUUKA SOUTH,UG494227,LUUKA,UG494,EASTERN,UG4,Uganda,UG
WAIBUGA,UG4942277,LUUKA SOUTH,UG494227,LUUKA,UG494,EASTERN,UG4,Uganda,UG
LWANJUSI,UG46713623,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUKHOFU,UG46713615,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUGOBERO,UG4671361,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUWANGANI TOWN COUNCIL,UG46713621,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
KAATO,UG4671364,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUNABUTSALE,UG46713617,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUTOOTO,UG46713625,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
KIMALULI,UG46713629,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUNABWANA,UG4671368,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
MAEFE,UG46713616,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUKUSU,UG4671367,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
MANAFWA TOWN COUNCIL,UG4671366,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUSUKUYA,UG4671369,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUTTA,UG46713610,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
NALONDO,UG46713613,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
MAKENYA,UG46713618,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUTIRU TOWN COUNCIL,UG46713622,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
SISUNI,UG46713612,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUYINZA TOWN COUNCIL,UG46713620,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUWAGOGO,UG4671363,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUKHADALA,UG46713619,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
SIBANGA,UG4671365,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
KHABUTOOLA,UG46713611,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUKOMA,UG46713627,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
MAYANZA,UG46713628,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
NANGALWE,UG46713624,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUKEWA,UG46713626,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
WESWA,UG46713614,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
BUTIRU,UG4671362,BUBULO,UG467136,MANAFWA,UG467,EASTERN,UG4,Uganda,UG
KITYERERA,UG4491101,BUNYA,UG449110,MAYUGE,UG449,EASTERN,UG4,Uganda,UG
MAGAMAGA TOWN COUNCIL,UG4491106,BUNYA,UG449110,MAYUGE,UG449,EASTERN,UG4,Uganda,UG
MPUNGWE,UG4491104,BUNYA,UG449110,MAYUGE,UG449,EASTERN,UG4,Uganda,UG
MALONGO,UG4491102,BUNYA,UG449110,MAYUGE,UG449,EASTERN,UG4,Uganda,UG
MAYUGE TOWN COUNCIL,UG4491103,BUNYA,UG449110,MAYUGE,UG449,EASTERN,UG4,Uganda,UG
WAIRASA,UG4491105,BUNYA,UG449110,MAYUGE,UG449,EASTERN,UG4,Uganda,UG
NAKALOKE TOWN COUNCIL,UG426649,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
NAMANYONYI,UG426644,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
NAUYO-BUGEMA TOWN COUNCIL,UG4266414,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
LWASSO,UG426648,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
NAMBALE,UG426646,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
BUKASAKYA,UG426647,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
NAKALOKE,UG426643,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
BUSIU TOWN COUNCIL,UG4266413,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
WANALE,UG426645,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
NABUMALI TOWN COUNCIL,UG4266412,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
NYONDO,UG4266410,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
INDUSTRIAL BOROUGH,UG426651,MBALE MUNICIPALITY,UG42665,MBALE,UG426,EASTERN,UG4,Uganda,UG
NORTHERN BOROUGH,UG426652,MBALE MUNICIPALITY,UG42665,MBALE,UG426,EASTERN,UG4,Uganda,UG
BUKHIENDE,UG426641,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
JEWA TOWN COUNCIL,UG4266411,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
BUNGOKHO,UG426642,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
WANALE BOROUGH,UG426653,MBALE MUNICIPALITY,UG42665,MBALE,UG426,EASTERN,UG4,Uganda,UG
BUNAMBUTYE,UG4266415,BUNGOKHO,UG42664,MBALE,UG426,EASTERN,UG4,Uganda,UG
BANDA TOWN COUNCIL,UG4951674,BUKOOLI SOUTH,UG495167,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
SIGULU ISLANDS,UG4951914,BUKOOLI ISLAND,UG495191,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
BUKANA,UG4951911,BUKOOLI ISLAND,UG495191,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
BANDA,UG4951671,BUKOOLI SOUTH,UG495167,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
BUSWALE,UG4951672,BUKOOLI SOUTH,UG495167,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
BUYINJA,UG4951673,BUKOOLI SOUTH,UG495167,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
MUTUMBA,UG4951675,BUKOOLI SOUTH,UG495167,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
MUTUMBA TOWN COUNCIL,UG4951678,BUKOOLI SOUTH,UG495167,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
NAMAYINGO TOWN COUNCIL,UG4951677,BUKOOLI SOUTH,UG495167,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
BUHEMBA,UG4951676,BUKOOLI SOUTH,UG495167,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
LOLWE,UG4951912,BUKOOLI ISLAND,UG495191,NAMAYINGO,UG495,EASTERN,UG4,Uganda,UG
BUGOBI TOWN COUNCIL,UG47514611,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
NSINZE,UG4751466,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
KIZUBA,UG4751469,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
NAWAIKONA,UG47514610,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
KIWANYI,UG47514614,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
BULANGE,UG4751461,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
KIBALE TOWN COUNCIL,UG4752015,BUKONO,UG475201,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
NABWEYO,UG4752011,BUKONO,UG475201,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
MAZUBA,UG47514612,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
KIBAALE,UG4752013,BUKONO,UG475201,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
NANGONDE,UG4752014,BUKONO,UG475201,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
IVUKULA,UG4752012,BUKONO,UG475201,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
NAMUTUMBA TOWN COUNCIL,UG4751467,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
MAGADA,UG4751464,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
KAGULU,UG4751468,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
NAMUTUMBA,UG4751465,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
BUGOBI,UG47514613,BUSIKI,UG475146,NAMUTUMBA,UG475,EASTERN,UG4,Uganda,UG
ZESUI,UG4511135,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUNYAFWA,UG4511137,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
LULENA,UG45111311,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUYOBO,UG4511132,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUTEZA,UG4511133,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
NAMUGABWE,UG45111316,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUWALASI,UG4511131,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
MASABA,UG4511138,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
LEGENYA,UG45111314,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUSIITA,UG45111313,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUTANDIGA,UG4511134,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
NALUSALA,UG4511139,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUMULISHA,UG45111315,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUMALIMBA,UG45111312,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
BUKIYI,UG4511136,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
MAFUDU,UG45111310,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
NAMAGULI,UG45111318,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
KIKOBERO,UG45111317,BUDADIRI,UG451113,SIRONKO,UG451,EASTERN,UG4,Uganda,UG
KIREWA,UG439971,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
MULANDA,UG439972,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
KAYORO,UG439958,TORORO SOUTH,UG43995,TORORO,UG439,EASTERN,UG4,Uganda,UG
SONI,UG439979,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
MOLO,UG4392372,TORORO NORTH,UG439237,TORORO,UG439,EASTERN,UG4,Uganda,UG
OSUKURU,UG439954,TORORO SOUTH,UG43995,TORORO,UG439,EASTERN,UG4,Uganda,UG
MWELLO,UG4399711,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
KALAIT,UG4399510,TORORO SOUTH,UG43995,TORORO,UG439,EASTERN,UG4,Uganda,UG
NYANGOLE,UG4399710,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
KATAJULA,UG439978,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
KWAPA,UG439951,TORORO SOUTH,UG43995,TORORO,UG439,EASTERN,UG4,Uganda,UG
APETAI,UG4392371,TORORO NORTH,UG439237,TORORO,UG439,EASTERN,UG4,Uganda,UG
MELLA,UG439955,TORORO SOUTH,UG43995,TORORO,UG439,EASTERN,UG4,Uganda,UG
MORUKATIPE,UG439959,TORORO SOUTH,UG43995,TORORO,UG439,EASTERN,UG4,Uganda,UG
RUBONGI,UG439974,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
SOPSOP,UG439977,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
MERIKIT,UG4392376,TORORO NORTH,UG439237,TORORO,UG439,EASTERN,UG4,Uganda,UG
TORORO WESTERN,UG439962,TORORO MUNICIPALITY,UG43996,TORORO,UG439,EASTERN,UG4,Uganda,UG
AKADOT,UG4392374,TORORO NORTH,UG439237,TORORO,UG439,EASTERN,UG4,Uganda,UG
MALABA TOWN COUNCIL,UG439957,TORORO SOUTH,UG43995,TORORO,UG439,EASTERN,UG4,Uganda,UG
MUKUJU,UG4392373,TORORO NORTH,UG439237,TORORO,UG439,EASTERN,UG4,Uganda,UG
TORORO EASTERN,UG439961,TORORO MUNICIPALITY,UG43996,TORORO,UG439,EASTERN,UG4,Uganda,UG
PETTA,UG439975,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
NAGONGERA TOWN COUNCIL,UG439976,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
NAGONGERA,UG439973,WEST BUDAMA,UG43997,TORORO,UG439,EASTERN,UG4,Uganda,UG
ABONGOMOLA,UG512725,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
ATONGTIDI,UG5127211,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
ADUKU,UG512721,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
CAWENTE,UG512722,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
AYABI TOWN COUNCIL,UG512727,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
INOMO,UG512723,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
INOMO TOWN COUNCIL,UG512728,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
AYABI,UG5127210,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
NAMBIESO,UG512724,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
AKALI,UG512729,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
ADUKU TOWN COUNCIL,UG512726,KWANIA,UG51272,KWANIA,UG5127,NORTH WEST,UG5,Uganda,UG
RHINO CAMP,UG51332254,LOWER MADI,UG5133225,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
RIGBO,UG51332255,LOWER MADI,UG5133225,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
OGOKO,UG51332252,LOWER MADI,UG5133225,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
OFFAKA,UG513361,MADI-OKOLLO,UG51336,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
OKOLLO,UG513363,MADI-OKOLLO,UG51336,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
ANYIRIBU,UG513368,MADI-OKOLLO,UG51336,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
EWANGA,UG513322510,LOWER MADI,UG5133225,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
PAWOR,UG51332259,LOWER MADI,UG5133225,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
ULEPPI,UG513366,MADI-OKOLLO,UG51336,MADI-OKOLLO,UG5133,NORTH WEST,UG5,Uganda,UG
EWAFA,UG5134726,OBONGI,UG513472,OBONGI,UG5134,NORTH WEST,UG5,Uganda,UG
ALIBA,UG5134721,OBONGI,UG513472,OBONGI,UG5134,NORTH WEST,UG5,Uganda,UG
OBONGI TOWN COUNCIL,UG5134724,OBONGI,UG513472,OBONGI,UG5134,NORTH WEST,UG5,Uganda,UG
ITULA,UG5134723,OBONGI,UG513472,OBONGI,UG5134,NORTH WEST,UG5,Uganda,UG
PALORINYA,UG5134725,OBONGI,UG513472,OBONGI,UG5134,NORTH WEST,UG5,Uganda,UG
GIMARA,UG5134722,OBONGI,UG513472,OBONGI,UG5134,NORTH WEST,UG5,Uganda,UG
POKWERO,UG51218010,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
PANYANGO,UG5121803,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
PANYIMUR TOWN COUNCIL,UG5121807,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
ALWI,UG5121806,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
PAKWACH,UG5121801,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
RAGEM,UG5121809,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
PANYIMUR,UG5121804,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
WADELAI,UG5121805,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
PAKWACH TOWN COUNCIL,UG5121802,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
DEI,UG5121808,JONAM,UG512180,PAKWACH,UG5121,NORTH WEST,UG5,Uganda,UG
DZAIPI,UG5401954,ADJUMANI EAST,UG540195,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
PAKELE TOWN COUNCIL,UG5401951,ADJUMANI EAST,UG540195,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
ITIRIKWA,UG5401958,ADJUMANI EAST,UG540195,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
OFUA,UG5401955,ADJUMANI EAST,UG540195,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
PAKELE,UG5401956,ADJUMANI EAST,UG540195,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
ARINYAPI,UG5401957,ADJUMANI EAST,UG540195,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
ADJUMANI TOWN COUNCIL,UG540981,ADJUMANI WEST,UG54098,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
CIFORO,UG540983,ADJUMANI WEST,UG54098,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
PACHARA,UG540989,ADJUMANI WEST,UG54098,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
ADROPI,UG540982,ADJUMANI WEST,UG54098,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
UKUSIJONI,UG5409810,ADJUMANI WEST,UG54098,ADJUMANI,UG540,NORTH WEST,UG5,Uganda,UG
ATIAK,UG5712212,KILAK NORTH,UG571221,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
PABBO,UG5712214,KILAK NORTH,UG571221,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
LAMOGI,UG5711413,KILAK SOUTH,UG571141,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
AMURU,UG5711411,KILAK SOUTH,UG571141,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
AMURU TOWN COUNCIL,UG5711415,KILAK SOUTH,UG571141,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
POGO,UG5712217,KILAK NORTH,UG571221,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
ATIAK TOWN COUNCIL,UG5712213,KILAK NORTH,UG571221,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
PABBO TOWN COUNCIL,UG5712215,KILAK NORTH,UG571221,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
GURU GURU,UG5711416,KILAK SOUTH,UG571141,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
LAKANG,UG5711417,KILAK SOUTH,UG571141,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
OPARA,UG5712216,KILAK NORTH,UG571221,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
LAYIMA,UG5711418,KILAK SOUTH,UG571141,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
ELEGU TOWN COUNCIL,UG5712211,KILAK NORTH,UG571221,AMURU,UG571,NORTH WEST,UG5,Uganda,UG
IBUJE,UG5135,MARUZI,UG513,APAC,UG51,NORTH WEST,UG5,Uganda,UG
AKOKORO,UG5131,MARUZI,UG513,APAC,UG51,NORTH WEST,UG5,Uganda,UG
APAC,UG5132,MARUZI,UG513,APAC,UG51,NORTH WEST,UG5,Uganda,UG
CHEGERE,UG5134,MARUZI,UG513,APAC,UG51,NORTH WEST,UG5,Uganda,UG
AKOKORO TOWN COUNCIL,UG5139,MARUZI,UG513,APAC,UG51,NORTH WEST,UG5,Uganda,UG
AROCHA DIVISION,UG512514,APAC MUNICIPALITY,UG51251,APAC,UG51,NORTH WEST,UG5,Uganda,UG
IBUJE TOWN COUNCIL,UG5136,MARUZI,UG513,APAC,UG51,NORTH WEST,UG5,Uganda,UG
TE-BOKE,UG5137,MARUZI,UG513,APAC,UG51,NORTH WEST,UG5,Uganda,UG
APOI,UG5138,MARUZI,UG513,APAC,UG51,NORTH WEST,UG5,Uganda,UG
AGULLU DIVISION,UG512513,APAC MUNICIPALITY,UG51251,APAC,UG51,NORTH WEST,UG5,Uganda,UG
AKERE DIVISION,UG512512,APAC MUNICIPALITY,UG51251,APAC,UG51,NORTH WEST,UG5,Uganda,UG
ATIK DIVISION,UG512511,APAC MUNICIPALITY,UG51251,APAC,UG51,NORTH WEST,UG5,Uganda,UG
BELEAFE,UG521492,TEREGO WEST,UG52149,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
OMUGO,UG522354,TEREGO EAST,UG52235,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
ADUMI,UG5251,AYIVU,UG525,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
OLI RIVER,UG5242,ARUA MUNICIPALITY,UG524,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
AYIVUNI,UG5257,AYIVU,UG525,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
MANIBE,UG5255,AYIVU,UG525,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
OLUKO,UG5253,AYIVU,UG525,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
DADAMU,UG5256,AYIVU,UG525,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
LOGIRI,UG5273,VURRA,UG527,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
AROI,UG5252,AYIVU,UG525,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
VURRA,UG5274,VURRA,UG527,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
ARUA HILL,UG5241,ARUA MUNICIPALITY,UG524,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
ARIVU,UG5272,VURRA,UG527,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
AJIA,UG5271,VURRA,UG527,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
KATRINI,UG521493,TEREGO WEST,UG52149,ARUA,UG52,NORTH WEST,UG5,Uganda,UG
