admin4Name_en,admin4Pcode,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode
MUKURA,UG6108533,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
MUKURA TOWN COUNCIL,UG6108536,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
KAPIR,UG6108531,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
NGORA,UG6108534,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
ODWARAT,UG61085311,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
OPOT TOWN COUNCIL,UG6108537,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
ATOOT,UG6108539,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
MORUKAKISE,UG61085310,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
NGORA TOWN COUNCIL,UG6108535,NGORA,UG610853,NGORA,UG6108,NORTH EAST,UG6,Uganda,UG
ORUM,UG686554,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
ADWARI,UG686551,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
ADWARI TOWN COUNCIL,UG686557,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
OLILIM,UG686553,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
OGWETTE,UG686558,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
OKWANG,UG686552,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
OTUKE TOWN COUNCIL,UG686556,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
BARJOBI,UG686559,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
OGOR,UG686555,OTUKE,UG68655,OTUKE,UG686,NORTH EAST,UG6,Uganda,UG
LABOR,UG6971694,KASILO,UG697169,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
KADUNGULU TOWN COUNCIL,UG6971696,KASILO,UG697169,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
BUGONDO,UG6971691,KASILO,UG697169,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
SERERE/OLIO,UG6971704,SERERE,UG697170,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
ATIIRA,UG6971701,SERERE,UG697170,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
KIDETOK TOWN COUNCIL,UG6971697,KASILO,UG697169,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
KASILO TOWN COUNCIL,UG6971695,KASILO,UG697169,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
KATETA,UG6971702,SERERE,UG697170,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
KADUNGULU,UG6971692,KASILO,UG697169,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
KYERE,UG6971703,SERERE,UG697170,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
PINGIRE,UG6971693,KASILO,UG697169,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
SERERE TOWN COUNCIL,UG6971705,SERERE,UG697170,SERERE,UG697,NORTH EAST,UG6,Uganda,UG
NORTHERN,UG638942,SOROTI MUNICIPALITY,UG63894,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
ARAPAI TOWN COUNCIL,UG6382073,DAKABELA,UG638207,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
OCULOI,UG6382072,DAKABELA,UG638207,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
KATINE,UG6382075,DAKABELA,UG638207,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
ARAPAI,UG6382071,DAKABELA,UG638207,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
TUBUR,UG6382077,DAKABELA,UG638207,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
GWERI,UG638933,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
AWALIWAL,UG6389311,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
OCOKICAN,UG638938,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
ASURET,UG638932,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
LALLE,UG6389312,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
AUKOT,UG6389310,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
SOROTI,UG638936,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
KAMUDA,UG638934,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
EASTERN,UG638941,SOROTI MUNICIPALITY,UG63894,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
TUBUR TOWN COUNCIL,UG6382074,DAKABELA,UG638207,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
AMEN TOWN COUNCIL,UG638939,SOROTI,UG63893,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
WESTERN,UG638943,SOROTI MUNICIPALITY,UG63894,SOROTI,UG638,NORTH EAST,UG6,Uganda,UG
